"Geographic area","Time period","Sex","Adjusted net attendance rate, one year before the official primary entry age","Adjusted net attendance rate for children of primary school age","Adjusted net attendance rate for adolescents of lower secondary school age","Adjusted net attendance rate for youth of upper secondary school age","Completion rate for children of primary school age","Completion rate for adolescents of lower secondary school age","Completion rate for youth of upper secondary education school age","Out-of-school rate for children of primary school age","Out-of-school rate for adolescents of lower secondary school age","Out-of-school rate for youth of upper secondary school age","Out-of-school rate for youth of upper secondary school age (administrative data)","Youth literacy rate for 15-24 years","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading","Out-of-school rate for children one year younger than official entry age (administrative data)","Out-of-school rate for children of primary school age (administrative data)","Out-of-school rate for adolescents of lower secondary school age (administrative data)","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading","Proportion of students at the end of primary achieving at least a minimum proficiency level in reading"
"Saint Lucia","2020","Male","-","-","-","-","-","-","-","-","-","-","14.3188","-","-","-","-","1.88085","5.83989","8.71031","-","-","-"
"Saint Lucia","2020","Total","-","-","-","-","-","-","-","-","-","-","16.48224","-","-","-","-","0.95137","3.24603","9.11155","-","-","-"
"Saint Lucia","2012","Female","50.082779","99.207626","90.400002","90.199997","99","98.143753","89.699997","0.60000002","0.958821","13.8","-","-","-","-","-","-","-","-","-","-","-"
"Saint Lucia","2012","Male","56.441978","99.795197","95.400002","78.699997","99.199997","85.487099","69.599998","0","1.210579","20.200001","-","-","-","-","-","-","-","-","-","-","-"
"Saint Lucia","2012","Total","53.829708","99.51078","92.900002","83.900002","99.099998","91.810768","80.400002","0.30000001","1.093821","17.299999","-","-","-","-","-","-","-","-","-","-","-"
"Saint Vincent and the Grenadines","2019","Female","-","-","-","-","-","-","-","-","-","-","17.48449","-","-","-","-","-","-","0.03893","-","-","-"
"Saint Vincent and the Grenadines","2019","Male","-","-","-","-","-","-","-","-","-","-","17.92059","-","-","-","-","-","-","5.80456","-","-","-"
"Saint Vincent and the Grenadines","2019","Total","-","-","-","-","-","-","-","-","-","-","17.71088","-","-","-","-","-","0.36232","3.0051","-","-","-"
"Saint Vincent and the Grenadines","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","41.69697","-","-","-","-","-"
"Saint Vincent and the Grenadines","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0989","-","-","-","-","-"
"Saint Vincent and the Grenadines","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21.47202","-","-","-","-","-"
"Samoa","2020","Female","57.29818","90.795036","82.887947","80.307114","99.214439","98.815933","65.603058","6.7178702","3.4791009","13.35593","-","-","-","-","-","-","-","-","-","-","-"
"Samoa","2020","Male","52.268551","90.453194","78.567467","66.299957","96.243637","94.845192","47.758202","7.1249981","6.585115","25.306021","-","-","-","-","-","-","-","-","-","-","-"
"Samoa","2020","Total","54.662289","90.620743","80.542908","73.094292","97.68605","96.769867","56.555779","6.9254608","5.1649661","19.509489","-","-","-","-","-","-","-","-","-","-","-"
"Samoa","2019","Female","-","-","-","-","-","-","-","-","-","-","10.60045","-","-","-","-","64.68432","-","-","-","-","-"
"Samoa","2019","Male","-","-","-","-","-","-","-","-","-","-","21.47587","-","-","-","-","65.19107","-","-","-","-","-"
"Samoa","2019","Total","-","-","-","-","-","-","-","-","-","-","16.22574","-","-","-","-","64.94704","-","2.12679","-","-","-"
"Samoa","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.43575","-","-","-","-","-","-","-","-","-"
"Samoa","2018","Male","-","-","-","-","-","-","-","-","-","-","-","98.84151","-","-","-","-","-","-","-","-","-"
"Samoa","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.12348","-","-","-","-","1.28989","-","-","-","-"
"San Marino","2020","Female","-","-","-","-","-","-","-","-","-","-","62.04188","-","-","-","-","0","5.07426","8.25688","-","-","-"
"San Marino","2020","Male","-","-","-","-","-","-","-","-","-","-","53.26203","-","-","-","-","15.54393","2.45041","8.58209","-","-","-"
"San Marino","2020","Total","-","-","-","-","-","-","-","-","-","-","57.21012","-","-","-","-","8.03813","3.72372","8.41813","-","-","-"
"Sao Tome and Principe","2019","Female","78.157219","90.569366","60.51276","34.26363","92.105583","59.841751","30.68014","2.9713521","4.2260499","15.67332","-","-","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2019","Male","69.854912","88.879646","50.317669","25.236719","82.172188","59.974682","26.43675","3.7136731","8.6504745","17.878611","-","-","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2019","Total","74.061607","89.70739","55.32164","29.836","87.149773","59.905949","28.512659","3.350034","6.4788709","16.754999","-","-","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2018","Female","-","-","-","-","-","-","-","-","-","-","-","97.85418","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2018","Male","-","-","-","-","-","-","-","-","-","-","-","97.71246","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2018","Total","-","-","-","-","-","-","-","-","-","-","-","97.78255","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.01822","-","-","-","-"
"Sao Tome and Principe","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.04768","-","-","-","-"
"Sao Tome and Principe","2017","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0331","-","-","-","-"
"Sao Tome and Principe","2015","Female","-","-","-","-","-","-","-","-","-","-","15.9169","-","-","-","-","46.28378","-","6.79693","-","-","-"
"Sao Tome and Principe","2015","Male","-","-","-","-","-","-","-","-","-","-","18.72996","-","-","-","-","48.92562","-","12.32539","-","-","-"
"Sao Tome and Principe","2015","Total","-","-","-","-","-","-","-","-","-","-","17.33744","-","-","-","-","47.61905","-","9.58734","-","-","-"
"Saudi Arabia","2020","Female","-","-","-","-","-","-","-","-","-","-","-","99.44731","-","-","-","45.36404","4.96755","-","-","-","-"
"Saudi Arabia","2020","Male","-","-","-","-","-","-","-","-","-","-","-","99.54517","-","-","-","48.55511","5.37743","-","-","-","-"
"Saudi Arabia","2020","Total","-","-","-","-","-","-","-","-","-","-","-","99.49841","-","-","-","46.98568","5.17592","1.62103","-","-","-"
"Saudi Arabia","2019","Total","-","-","-","-","-","-","-","-","-","-","3.54278","-","23","15","-","-","-","-","-","-","-"
"Saudi Arabia","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","61.66969","-","-","2.54311","-","-","-"
"Saudi Arabia","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34.47409","-","-","0.36638","-","-","-"
"Saudi Arabia","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","47.64466","-","-","-","-","-","-"
"Saudi Arabia","2017","Female","-","-","-","-","-","-","-","-","-","-","8.6599","-","-","-","-","-","-","-","-","-","-"
"Saudi Arabia","2017","Male","-","-","-","-","-","-","-","-","-","-","2.75041","-","-","-","-","-","-","-","-","-","-"
"Saudi Arabia","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77.13205"
"Saudi Arabia","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","50.65632"
"Saudi Arabia","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","63.33069"
"Saudi Arabia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","20.06341","10.61884","-","-","-","-","-","-","-"
"Saudi Arabia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","12.52547","11.63707","-","-","-","-","-","-","-"
"Senegal","2020","Female","-","-","-","-","-","-","-","-","-","-","78.78408","-","-","-","-","83.14031","19.49477","56.66851","-","-","-"
"Senegal","2020","Male","-","-","-","-","-","-","-","-","-","-","81.29117","-","-","-","-","84.97112","29.66561","63.61872","-","-","-"
"Senegal","2020","Total","-","-","-","-","-","-","-","-","-","-","80.04758","-","-","-","-","84.06825","24.64498","60.1813","-","-","-"
"Senegal","2019","Female","29.855909","62.20639","32.543831","17.84507","50.44405","30.465969","9.7395945","37.66444","36.29673","55.66758","-","-","-","-","-","-","-","-","-","-","-"
"Senegal","2019","Male","26.692011","59.734089","29.37299","16.78944","43.69796","27.397011","11.26875","39.953812","42.458569","53.29924","-","-","-","-","-","-","-","-","-","-","-"
"Senegal","2019","Total","28.29002","61.024841","31.007021","17.33967","47.144711","29.03483","10.39117","38.758572","39.283192","54.533691","-","-","27.2","-","-","-","-","-","79.1","47.7","41.1"
"Senegal","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1677","9.12506","-","-","-","-","-","-"
"Senegal","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","8.33534","8.11354","-","-","-","-","-","-"
"Senegal","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","7.70825","8.65679","-","-","-","-","-","-"
"Senegal","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","25","-","-","-","-","-","59.66","26.53","34.23"
"Senegal","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","33.33","-","-","-","-","-","66.48","30.81","35.2"
"Serbia","2020","Female","-","-","-","-","-","-","-","-","-","-","12.87407","-","-","-","-","7.08009","2.914","2.62506","-","-","-"
"Serbia","2020","Male","-","-","-","-","-","-","-","-","-","-","15.8047","-","-","-","-","7.50015","2.87314","2.94631","-","-","-"
"Serbia","2020","Total","-","-","-","-","-","-","-","-","-","-","14.38136","-","-","-","-","7.29589","2.89295","2.7902","-","-","-"
"Serbia","2019","Female","95.876747","95.115067","98.119919","93.348763","99.70034","99.466476","92.224716","1.026168","0.43215179","4.0220389","-","99.99942","-","-","-","-","-","-","-","-","-"
"Serbia","2019","Male","97.679626","99.090042","99.008003","94.704071","100","99.579712","96.424553","0.15424161","0","3.6268489","-","99.99946","-","-","-","-","-","-","-","-","-"
"Serbia","2019","Total","96.893997","97.191017","98.616203","94.081596","99.861427","99.528503","94.427223","0.57079983","0.1906551","3.8083529","-","99.99944","68","-","-","-","-","-","-","-","-"
"Serbia","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","60.69807","70.05864","-","-","-","-","-","-"
"Serbia","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","59.81915","54.82221","-","-","-","-","-","-"
"Serbia","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","60.25027","62.29588","-","-","-","-","-","-"
"Serbia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","72.14512","-","-","-","-","-","-","-","-"
"Serbia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","71.17573","-","-","-","-","-","-","-","-"
"Seychelles","2020","Female","-","-","-","-","-","-","-","-","-","-","9.14106","-","-","-","-","2.42967","-","-","-","-","-"
"Seychelles","2020","Male","-","-","-","-","-","-","-","-","-","-","19.54545","-","-","-","-","3.61882","-","-","-","-","-"
"Seychelles","2020","Total","-","-","-","-","-","-","-","-","-","-","14.44573","-","-","-","-","3.04159","1.43445","2.92379","-","-","-"
"Seychelles","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.12044","6.55124","-","-","-"
"Seychelles","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.32481","8.85561","-","-","-"
"Seychelles","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.6","-","-","-","-","-","-","-","-","-"
"Seychelles","2018","Male","-","-","-","-","-","-","-","-","-","-","-","98.56","-","-","-","-","-","-","-","-","-"
"Seychelles","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.07","-","-","-","-","-","-","-","-","-"
"Sierra Leone","2018","Female","-","-","-","-","-","-","-","-","-","-","66.7124","62.69922","-","-","-","57.08712","-","49.16676","-","-","-"
"Sierra Leone","2018","Male","-","-","-","-","-","-","-","-","-","-","64.19774","70.57611","-","-","-","59.56746","-","48.89217","-","-","-"
"Sierra Leone","2018","Total","-","-","-","-","-","-","-","-","-","-","65.45344","66.6486","-","-","-","58.32794","-","49.02927","-","-","-"
"Sierra Leone","2017","Female","65.900002","84.400002","36.299999","27.5","65.099998","41.900002","17.5","14.7","17.6","39.700001","-","-","-","-","-","-","-","-","6","7.6","-"
"Sierra Leone","2017","Male","62","79.199997","36.200001","29.9","63.299999","47.299999","27.4","19.799999","20.200001","31.4","-","-","-","-","-","-","-","-","5.2","4.3","-"
"Sierra Leone","2017","Total","63.900002","81.800003","36.200001","28.6","64.199997","44.200001","21.700001","17.299999","19","36","-","-","-","-","-","-","-","-","5.6","6.1","-"
"Sierra Leone","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.511","-","-","-","-"
"Sierra Leone","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5445","-","-","-","-"
"Sierra Leone","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.74216","-","-","-","-"
"Singapore","2020","Female","-","-","-","-","-","-","-","-","-","-","-","99.78702","-","-","-","-","-","-","-","-","-"
"Singapore","2020","Male","-","-","-","-","-","-","-","-","-","-","-","99.66854","-","-","-","-","-","-","-","-","-"
"Singapore","2020","Total","-","-","-","-","-","-","-","-","-","-","-","99.72625","-","-","-","-","-","-","-","-","-"
"Singapore","2019","Female","-","-","-","-","-","-","-","-","-","-","0.45167","-","-","-","-","-","-","0.19148","-","-","-"
"Singapore","2019","Male","-","-","-","-","-","-","-","-","-","-","0.10293","-","-","-","-","-","-","0.41017","-","-","-"
"Singapore","2019","Total","-","-","-","-","-","-","-","-","-","-","0.27337","-","96","92","-","2.94046","0.10108","0.30335","-","-","-"
"Singapore","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","91.85846","-","0.1318","-","-","-","-"
"Singapore","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","85.7653","-","0.27363","-","-","-","-"
"Singapore","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","88.75278","-","-","-","-","-","-"
"Singapore","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98.16394"
"Singapore","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.40106"
"Singapore","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.25273"
"Singapore","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","94.09742","94.95814","-","-","-","-","-","-","-"
"Singapore","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","92.73057","92.26624","-","-","-","-","-","-","-"
"Slovakia","2019","Female","-","-","-","-","-","-","-","-","-","-","11.31391","-","-","-","-","15.32072","3.30093","4.76226","-","-","-"
"Slovakia","2019","Male","-","-","-","-","-","-","-","-","-","-","11.37736","-","-","-","-","14.87958","3.27669","4.47003","-","-","-"
"Slovakia","2019","Total","-","-","-","-","-","-","-","-","-","-","11.34644","-","71","-","-","15.09514","3.28853","4.61258","-","-","-"
"Slovakia","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","75.18963","75.45137","-","-","-","-","-","-"
"Slovakia","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","74.6297","61.63365","-","-","-","-","-","-"
"Slovakia","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","74.91159","68.58998","-","-","-","-","-","-"
"Slovakia","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94.13853"
"Slovakia","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","92.7874"
"Slovakia","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","93.44578"
"Slovenia","2019","Female","-","-","-","-","-","-","-","-","-","-","0.95899","-","-","-","-","8.03077","-","0.6801","-","-","-"
"Slovenia","2019","Male","-","-","-","-","-","-","-","-","-","-","1.44916","-","-","-","-","8.78576","-","1.50417","-","-","-"
"Slovenia","2019","Total","-","-","-","-","-","-","-","-","-","-","1.21207","-","-","-","-","8.41913","0.10858","1.10456","-","-","-"
"Slovenia","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","84.19055","89.2163","-","-","-","-","-","-"
"Slovenia","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","82.9713","75.3566","-","-","-","-","-","-"
"Slovenia","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","83.56619","82.11901","-","-","-","-","-","-"
"Slovenia","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.42834"
"Slovenia","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.27285"
"Slovenia","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.3191"
"Slovenia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","75.47718","-","-","-","-","-","-","-","-"
"Slovenia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","75.48761","-","-","-","-","-","-","-","-"
"Slovenia","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","75.48252","-","-","-","-","-","-","-","-"
"Slovenia","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.38165","-","-","-","-"
"Slovenia","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.19004","-","-","-","-"
"Solomon Islands","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","32.97907","4.12852","-","-","-","-"
"Solomon Islands","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35.65743","9.00979","-","-","-","-"
"Solomon Islands","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34.36071","6.64771","-","-","-","-"
"Solomon Islands","2017","Total","-","-","-","-","-","-","-","-","-","-","34.25874","-","-","-","-","-","-","-","-","-","-"
"Solomon Islands","2015","Female","-","68","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Solomon Islands","2015","Male","-","65","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Solomon Islands","2015","Total","-","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"South Africa","2019","Female","-","-","-","-","-","-","-","-","-","-","20.39706","98.82957","-","-","-","27.1082","9.80954","9.92305","-","-","-"
"South Africa","2019","Male","-","-","-","-","-","-","-","-","-","-","21.47909","97.98624","-","-","-","28.91578","11.74443","10.71886","-","-","-"
"South Africa","2019","Total","-","-","-","-","-","-","-","-","-","-","20.94147","98.40953","-","-","-","28.02256","10.78704","10.32395","16","-","-"
"South Africa","2016","Female","96.312263","98.860298","88.811882","72.273514","97.922318","91.388313","51.86681","0.80000001","4.3000002","17.1","-","-","-","-","-","-","-","-","-","-","-"
"South Africa","2016","Male","98.144997","98.085533","81.629356","67.230148","94.72361","85.417801","44.761429","1.2","6.0999999","14.8","-","-","-","-","-","-","-","-","-","-","-"
"South Africa","2016","Total","97.290939","98.461983","85.188957","69.730507","96.309448","88.452599","48.42963","1","5.1999998","15.9","-","-","-","-","-","-","-","-","-","22","-"
"South Asia","2020","Female","-","-","-","-","-","-","-","-","-","-","41.74437","88.93808","-","-","-","12.91562","9.16156","15.08759","-","-","-"
"South Asia","2020","Male","-","-","-","-","-","-","-","-","-","-","42.73513","91.98079","-","-","-","12.43371","8.51477","17.52116","-","-","-"
"South Asia","2020","Total","-","-","-","-","-","-","-","-","-","-","42.26466","90.53485","-","-","-","12.66431","8.82431","16.35915","-","-","-"
"South Sudan","2018","Female","-","-","-","-","-","-","-","-","-","-","-","47.3692","-","-","-","-","-","-","-","-","-"
"South Sudan","2018","Male","-","-","-","-","-","-","-","-","-","-","-","48.42514","-","-","-","-","-","-","-","-","-"
"South Sudan","2018","Total","-","-","-","-","-","-","-","-","-","-","-","47.90096","-","-","-","-","-","-","-","-","-"
"South Sudan","2015","Female","-","-","-","-","-","-","-","-","-","-","71.93627","-","-","-","-","81.12853","67.2605","63.04881","-","-","-"
"South Sudan","2015","Male","-","-","-","-","-","-","-","-","-","-","56.81621","-","-","-","-","77.82139","57.57169","48.96967","-","-","-"
"South Sudan","2015","Total","-","-","-","-","-","-","-","-","-","-","64.30673","-","-","-","-","79.45424","62.35948","55.93645","-","-","-"
"South Sudan","2010","Female","21.12113","21.12113","3.0999999","2.8","18.26395","9.7607136","4.007863","75","67.330406","68.006477","-","-","-","-","-","-","-","-","-","-","-"
"South Sudan","2010","Male","25.77895","25.77895","6.1999998","6.4000001","31.39286","22.30061","11.51429","69.800003","58.961849","51.381149","-","-","-","-","-","-","-","-","-","-","-"
"South Sudan","2010","Total","23.48708","23.48708","4.6999998","4.5","24.529499","15.11","6.8728471","72.400002","62.96674","60.07233","-","-","-","-","-","-","-","-","-","-","-"
"Spain","2020","Female","-","-","-","-","-","-","-","-","-","-","-","99.75504","-","-","-","-","-","-","-","-","-"
"Spain","2020","Male","-","-","-","-","-","-","-","-","-","-","-","99.49479","-","-","-","-","-","-","-","-","-"
"Spain","2020","Total","-","-","-","-","-","-","-","-","-","-","-","99.62142","-","-","-","-","-","-","-","-","-"
"Spain","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.8964","2.58401","-","-","-","-"
"Spain","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.35752","3.00268","-","-","-","-"
"Spain","2019","Total","-","-","-","-","-","-","-","-","-","-","0.81742","-","65","-","-","5.13398","2.80019","0.36336","-","-","-"
"Spain","2018","Female","-","-","-","-","-","-","-","-","-","-","1.10633","-","-","75.17277","-","-","-","-","-","-","-"
"Spain","2018","Male","-","-","-","-","-","-","-","-","-","-","2.17703","-","-","75.43301","-","-","-","-","-","-","-"
"Spain","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","75.30453","-","-","-","-","-","-","-"
"Spain","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.57467"
"Spain","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.67968"
"Spain","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.56866"
"Spain","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","64.85658","-","87.15583","-","-","-","-","-","-"
"Spain","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","69.94062","-","80.36473","-","-","-","-","-","-"
"Spain","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","83.76481","-","-","-","-","-","-"
"Spain","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.37094","-","-","-"
"Spain","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.2147","-","-","-"
"Sri Lanka","2020","Female","-","-","-","-","-","-","-","-","-","-","-","99.12386","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2020","Male","-","-","-","-","-","-","-","-","-","-","-","98.58624","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2020","Total","-","-","-","-","-","-","-","-","-","-","-","98.85923","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2018","Female","-","-","-","-","-","-","-","-","-","-","13.49414","-","-","-","-","-","-","0.11397","-","-","-"
"Sri Lanka","2018","Male","-","-","-","-","-","-","-","-","-","-","18.08832","-","-","-","-","-","-","0.14894","-","-","-"
"Sri Lanka","2018","Total","-","-","-","-","-","-","-","-","-","-","15.78832","-","-","-","-","-","0.53962","0.1315","-","-","-"
"Sri Lanka","2016","Female","41.062401","95.619926","92.290497","76.970009","99.392143","96.285141","42.653061","2.059948","0.74520868","15.61083","-","-","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2016","Male","42.028259","95.792999","92.575089","68.269363","98.521729","93.983772","32.289532","2.1611249","1.036393","22.696489","-","-","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2016","Total","41.554981","95.707069","92.432388","72.66362","98.957878","95.144829","37.65617","2.1108899","0.89038199","19.11788","-","-","-","-","-","-","-","-","-","-","-"
"Sri Lanka","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.47033","-","-","-","-"
"Sri Lanka","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.69921","-","-","-","-"
"State of Palestine","2020","Female","94.876266","98.4468","97.205688","80.541817","99.576134","94.497688","73.594498","0.90490478","1.576453","11.87833","16.05891","99.24502","-","-","-","30.44204","4.85802","0.90332","-","-","-"
"State of Palestine","2020","Male","92.519913","97.230118","92.956192","63.76247","99.437401","77.841087","51.215038","1.880865","6.053514","29.66885","30.66601","99.22022","-","-","-","32.6868","4.57118","5.12671","-","-","-"
"State of Palestine","2020","Total","93.621063","97.83918","95.050049","71.336884","99.505386","86.03743","62.43668","1.39231","3.847523","21.63798","23.48724","99.23235","-","-","-","31.58975","4.7114","3.05891","-","-","-"
"Sub-Saharan Africa","2020","Female","-","-","-","-","-","-","-","-","-","-","60.98529","74.20363","-","-","-","50.87743","22.04973","37.91902","-","-","-"
"Sub-Saharan Africa","2020","Male","-","-","-","-","-","-","-","-","-","-","54.68516","79.18079","-","-","-","51.11898","18.04452","35.31105","-","-","-"
"Sub-Saharan Africa","2020","Total","-","-","-","-","-","-","-","-","-","-","57.80811","76.70784","-","-","-","50.99977","20.02387","36.60233","-","-","-"
"Sudan","2018","Female","-","-","-","-","-","-","-","-","-","-","49.70828","73.49","-","-","-","59.95146","35.27231","35.49242","-","-","-"
"Sudan","2018","Male","-","-","-","-","-","-","-","-","-","-","53.49484","72.51","-","-","-","60.19283","30.52712","33.2242","-","-","-"
"Sudan","2018","Total","-","-","-","-","-","-","-","-","-","-","51.6245","73","-","-","-","60.07387","32.8676","34.34396","-","-","-"
"Sudan","2014","Female","39.129429","67.475853","32","30.299999","63.834949","51.969711","28.1437","21.413731","24.5","35.52866","-","-","-","-","-","-","-","-","-","-","-"
"Sudan","2014","Male","42.52504","68.708603","30.5","27.799999","65.752007","48.777988","33.15023","20.38257","16.200001","28.917259","-","-","-","-","-","-","-","-","-","-","-"
"Sudan","2014","Total","40.825241","68.097023","31.200001","29.1","64.774208","50.347809","30.54019","20.89414","20.799999","32.289421","-","-","-","-","-","-","-","-","-","-","-"
"Suriname","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.82353","10.16859","-","-","-","-"
"Suriname","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.83397","13.25955","-","-","-","-"
"Suriname","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.90095","11.7695","-","-","-","-"
"Suriname","2018","Female","94.800003","97.199997","69","38.799999","89.929176","57.911049","26.467779","1.9","5.5","18","-","98.39996","-","-","-","-","-","-","11.5","30.3","-"
"Suriname","2018","Male","92.900002","96","55.599998","22.4","80.010406","41.0797","18.206461","2.9000001","7.8000002","30.299999","-","98.87544","-","-","-","-","-","-","12.9","29.3","-"
"Suriname","2018","Total","93.800003","96.599998","62.400002","30.5","85.052254","49.374489","22.25979","2.4000001","6.5999999","24.200001","-","98.64556","-","-","-","-","-","-","12.3","29.7","-"
"Suriname","2015","Female","-","-","-","-","-","-","-","-","-","-","33.54758","-","-","-","-","-","-","11.06859","-","-","-"
"Suriname","2015","Male","-","-","-","-","-","-","-","-","-","-","42.00078","-","-","-","-","-","-","18.63275","-","-","-"
